text,is_retweet,From Iphone,From Media Studio,Crude Oil 5 Minutes,Crude Oil 30 Minutes,Crude Oil 12 Hours,Gold 5 Minutes,Gold 30 Minutes,Gold 12 Hours,USD Index 5 Minutes,USD Index 30 Minutes,USD Index 12 Hours
..deferral to December. It actually helps China more than us but will be reciprocated. Millions of jobs are being los,1,1,0,-1,1,1,1,0,-1,-1,1,1
Good things were stated on the call with China the other day. They are eating the Tariffs with the devaluation of thei,1,1,0,-1,1,1,1,0,-1,-1,1,1
If President Xi would meet directly and personally with the protesters there would be a happy and enlightened ending to the Hong Kong problem. I have no doubt!,0,1,0,1,-1,1,-1,-1,-1,1,1,1
The United States is now by far the Biggest Strongest and Most Powerful Economy in the World it is not even close! As others falter we will only get stronger. Consumers are in the best shape ever plenty of cash. Business Optimism is at an All Time High!,0,1,0,1,0,1,-1,1,-1,-1,-1,1
Our Great Farmers know how important it is to win on Trade. They will be the big winners!,0,1,0,1,1,1,1,-1,-1,-1,1,1
Wow! The Deputy Editor of the Failing New York Times was just demoted. Should have been Fired! Totally biased and inaccurate reporting. The paper is a Fraud Zero Credibility. Fake News takes another hit but this time a big one!,0,1,0,0,1,1,-1,-1,-1,1,1,1
Representatives Omar and Tlaib are the face of the Democrat Party and they HATE Israel!,0,1,0,1,1,1,0,-1,-1,1,1,1
The Fake News Media is doing everything they can to crash the economy because they think that will be bad for me and my re-election. The problem they have is that the economy is way too strong and we will soon be winning big on Trade and everyone knows that including China!,0,1,0,0,1,1,-1,-1,-1,1,1,1
After @ICEgov recently removed illegal immigrants working at Koch Foods  plants in Mississippi Americans are applying for,1,1,0,-1,-1,-1,1,1,-1,-1,1,1
Andrew thank you! We will never forgive or forget.,0,1,0,-1,0,-1,-1,-1,-1,1,1,1
Alleged cop shooter in Philadelphia is a violent felon with previous gun convictions was not allowed to own gu,1,1,0,1,1,-1,-1,-1,-1,1,1,1
Sadly much truth to this!,0,1,0,1,1,0,-1,-1,-1,0,1,1
If they don t get this Trade Deal with the U.S. done China could have it first recession (or worse!) in years. There s disinvestment in China right now. Also the Fed is too tight (I agree).  Steve Moore Heritage Foundation,0,1,0,-1,1,-1,1,1,-1,-1,1,1
Walmart a great indicator as to how the U.S. is doing just released outstanding numbers. Our Country unlike others is doing great! Don t let the Fake News convince you otherwise.,0,1,0,-1,1,1,-1,-1,-1,-1,1,1
Thank you New Hampshire. KEEP AMERICA GREAT! #KAG2020,0,1,0,1,-1,-1,-1,1,-1,0,-1,-1
Great news! Tonight we broke the all-time attendance record previously held by Elton John at #SNHUArena in Manchester New Hampshire!,0,1,0,0,1,-1,1,-1,-1,-1,1,-1
This is a tour de force which is equivalent to Reagan and Clinton but has much bigger audiences and he excites them much,1,1,0,0,-1,1,1,1,1,-1,-1,-1
This is more than an hour before and it is as full as a playoff game for a rally for @realDonaldTrump. No one has ever go,1,1,0,0,-1,1,-1,1,1,-1,-1,1
#Trump2020 rally in Manchester NH blows Biden and Dems away.,1,1,0,0,-1,1,-1,1,1,-1,-1,1
Thank you Rudy!,0,1,0,-1,-1,1,1,1,1,-1,-1,1
.@CBPArizona agents arrested a previously deported child rapist on Wednesday after he attempted to re-enter the United Stat,1,1,0,1,-1,1,1,1,1,-1,1,1
In September 2018 the unemployment rate in New Hampshire reached its LOWEST POINT since 1988 at 2.4 and remained there for,1,1,0,-1,-1,1,1,1,1,-1,1,1
A great evening with incredible people in New Hampshire!,0,1,0,-1,-1,1,-1,-1,-1,-1,1,1
"""Americans can do anything go anywhere and outperform anyone. Nobody can beat us. Nothing can stop us because winning",1,1,0,-1,-1,1,1,1,1,1,1,1
Thank you to my good friend Chuck Canterbury for 16 years of service to the Fraternal Order of Police and our great men and women in blue. You are an incredible patriot!,0,1,0,-1,0,0,1,-1,1,-1,1,1
Congratulations to Patrick Yoes for his election as National President of the great Fraternal Order of Police. Together we will fight for our incredible Law Enforcement Officers!,0,1,0,-1,-1,0,1,-1,-1,-1,1,1
Juan Williams at @FoxNews is so pathetic and yet when he met me in the Fox Building lobby he couldn t have been nicer as he asked me to take a picture of him and me for his family. Yet he is always nasty and wrong!,0,1,0,-1,1,-1,1,1,-1,1,0,1
Our economy is the best in the world by far. Lowest unemployment ever within almost all categories. Poised for big growth after trade deals are completed. Import prices down China eating Tariffs. Helping targeted Farmers from big Tariff money coming in. Great future for USA!,0,1,0,-1,1,-1,1,-1,-1,1,1,1
House Democrats want to take action against Israel because it is fighting back against two (maybe four) people that have said unthinkably bad things about it the Israeli people. Dems have such disdain for Israel! What happened? AOC Plus 4 is the new face of the Democrat Party!,0,1,0,1,1,1,1,1,-1,1,1,1
Thank you @TedCruz I couldn t agree more!,0,1,0,-1,-1,1,1,1,-1,1,1,1
The New York Times will be out of business soon after I leave office hopefully in 6 years. They have Zero credibility and are losing a fortune even now especially after their massive unfunded liability. I m fairly certain they ll endorse me just to keep it all going!,0,1,0,1,1,1,1,1,-1,-1,-1,1
Trump rarely uses racial categories. It is the media and Democratic leaders who routinely issue race-based denunciation,1,1,0,-1,-1,1,1,-1,-1,1,-1,1
MSNBC is rewarding hate-filled conspiracy theorists with air time because their Trump Derangement Syndrome demands it,1,1,0,-1,-1,1,1,-1,-1,1,-1,1
Wow. Throwback to when Senator Barack Obama agreed with @realDonaldTrump on immigration! RT this so your friends see this!,1,1,0,-1,-1,1,1,-1,-1,1,0,1
Retweet The Lies False Facts Fake News of @CNN's @Acosta on @POTUS!Raise Your Hand if you LOVE @realDonaldTrump has S,1,1,0,-1,-1,1,1,-1,-1,-1,-1,1
Black VersionMaybe that's,1,1,0,-1,-1,1,1,-1,-1,1,-1,1
I love @realDonaldTrump. He s the only President in my lifetime who stands for our country.,1,1,0,-1,-1,1,-1,-1,-1,-1,1,1
Anthony Scaramucci is a highly unstable  nut job  who was with other candidates in the primary who got shellaced and then unfortunately wheedled his way into my campaign. I barely knew him until his 11 days of gross incompetence-made a fool of himself bad on TV. Abused staff..,0,1,0,-1,1,1,1,-1,-1,1,1,1
....got fired. Wrote a very nice book about me just recently. Now the book is a lie? Said his wife was driving him crazy  something big  was happening with her. Getting divorced. He was a mental wreck. We didn t want him around. Now Fake News puts him on like he was my buddy!,0,1,0,-1,1,1,1,-1,-1,1,1,1
Great cohesion inside the Republican Party the best I have ever seen. Despite all of the Fake News my Poll Numbers are great. New internal polls show them to be the strongest we ve had so far! Think what they d be if I got fair media coverage!,0,1,0,1,1,1,-1,-1,-1,1,1,1
Anthony Scaramucci is a highly unstable  nut job  who was with other candidates in the primary who got shellacked then unfortunately wheedled his way into my campaign. I barely knew him until his 11 days of gross incompetence-made a fool of himself bad on TV. Abused staff...,0,1,0,-1,1,1,-1,-1,-1,-1,1,1
....got fired. Wrote a very nice book about me just recently. Now the book is a lie? Said his wife was driving him crazy  something big  was happening with her. Getting divorced. He was a mental wreck. We didn t want him around. Now Fake News puts him on like he was my buddy!,0,1,0,-1,1,1,-1,-1,-1,-1,1,1
Democrats want Open Borders and Crime! So dangerous for our Country. But we are building a big beautiful NEW Wall! I will protect America the Dems don t know where to start!,0,1,0,1,1,1,-1,-1,-1,1,1,1
Our Economy is very strong despite the horrendous lack of vision by Jay Powell and the Fed but the Democrats are trying to  will  the Economy to be bad for purposes of the 2020 Election.  Very Selfish! Our dollar is so strong that it is sadly hurting other parts of the world...,0,1,0,-1,-1,-1,-1,1,1,-1,1,1
.....The Fed Rate over a fairly short period of time should be reduced by at least 100 basis points with perhaps some quantitative easing as well. If that happened our Economy would be even better and the World Economy would be greatly and quickly enhanced-good for everyone!,0,1,0,-1,-1,-1,-1,1,1,-1,1,1
Wow Report Just Out! Google manipulated from 2.6 million to 16 million votes for Hillary Clinton in 2016 Election! This was put out by a Clinton supporter not a Trump Supporter! Google should be sued. My victory was even bigger than thought! @JudicialWatch,0,1,0,0,-1,1,1,1,1,-1,-1,1
Spoke to my two good friends Prime Minister Modi of India and Prime Minister Khan of Pakistan regarding Trade Strategic Partnerships and most importantly for India and Pakistan to work towards reducing tensions in Kashmir. A tough situation but good conversations!,0,1,0,1,0,-1,-1,-1,1,0,0,-1
Great discussion with Prime Minister @BorisJohnson today. We talked about Brexit and how we can move rapidly on a US-UK free trade deal. I look forward to meeting with Boris this weekend at the @G7 in France!,0,1,0,0,-1,-1,0,-1,1,-1,1,-1
Thank you to my great supporters at the 2019 @IowaStateFair!,0,1,0,1,1,-1,-1,0,1,1,1,-1
I promise not to do this to Greenland!,0,1,0,0,-1,-1,-1,1,1,1,1,-1
Nobody ever heard of this dope until he met me. He only lasted 11 days!,0,1,0,-1,-1,-1,1,1,1,-1,-1,-1
Thank you Jon working hard!,0,1,0,-1,-1,1,0,1,-1,1,-1,1
Because of @realDonaldTrump's policies American companies and their workers are succeeding together.,1,1,0,-1,-1,1,1,1,-1,1,-1,1
Thank you to my great supporters at the 2019 @IowaStateFair!,1,1,0,-1,-1,1,1,1,-1,1,-1,1
I promise not to do this to Greenland!,1,1,0,-1,-1,1,1,1,-1,1,-1,1
Congratulations Great Show!,0,1,0,0,-1,1,1,1,-1,1,-1,1
"For years ""anti-business policies squeezed corporations and left American workers out of the economic recovery"" @Secretar",1,1,0,0,-1,1,1,1,-1,1,-1,1
Under @POTUS  leadership the auto  industry is roaring back in MI! This year alone GM announced it will add 400 jobs Ford has an,1,1,0,1,0,1,1,1,-1,-1,-1,1
The average household has seen their income go up by more than $5000 wages are rising at their fastest pace in an almost decade a,1,1,0,1,0,1,1,1,-1,-1,-1,1
THANK YOU! #MAGA,1,1,0,1,1,1,1,1,-1,1,-1,1
The Fake and Corrupt Media is sooo bad for our Country The Enemy of the People!,0,1,0,-1,1,1,1,1,-1,-1,-1,1
Wall construction is underway near Otay Mesa California!,1,1,0,1,1,1,-1,1,-1,-1,-1,1
Two incredible people. I can t believe they re not working (few work harder)!,0,1,0,1,1,1,-1,1,-1,0,-1,1
"""Foreign individuals should not be allowed to come to America in order to take advantage of its welfare programs "" the Was",1,1,0,1,1,1,-1,-1,-1,1,-1,1
Since election day businesses large and small have created more than 6.2 MILLION jobs and the unemployment rate is at a 50-year lo,1,1,0,1,1,1,-1,-1,-1,1,-1,1
Thank you Mike!,0,1,0,1,1,1,-1,-1,-1,-1,0,1
Wow Report Just Out! Google manipulated from 2.6 million to 16 million votes for Hillary Clinton in 2016 Election! Th,1,1,0,1,1,1,1,1,-1,-1,-1,1
Traveling to the great state of Michigan with @SecretaryCarson to address the @deteconomicclub about how President @realDonaldTrump,1,1,0,1,1,1,-1,0,-1,-1,-1,1
Maria despite all of their will and energy it won t work!,0,1,0,1,1,1,-1,-1,-1,-1,0,1
Haha,1,1,0,1,1,1,-1,-1,-1,-1,1,1
Ratings are way down lost all credibility. Beautiful to watch!,0,1,0,1,1,1,0,1,-1,-1,1,1
.@MSNBC giddily talked about a recession this morning and even said a recession would be OK! The liberal media is so deranged,1,1,0,1,1,1,-1,1,-1,-1,1,1
Just another disgruntled former employee who got fired for gross incompetence!,0,1,0,1,-1,1,-1,1,-1,1,1,1
Since @realDonaldTrump was elected:*6M+ new jobs over half for women*500K manufacturing jobs created*Record-low u,1,1,0,1,-1,1,-1,1,-1,1,1,1
.@realDonaldTrump puts Americans first and it s paying off:*85% of blue-collar workers say their lives are headed in t,1,1,0,1,-1,1,-1,1,-1,1,1,1
Thank you!,0,1,0,-1,-1,1,-1,1,-1,0,1,1
The LameStream Media is far beyond Fake News they are treading in very dangerous territory!,0,1,0,-1,-1,1,1,1,-1,-1,1,1
Sorry I don t buy Rep. Tlaib s tears. I have watched her violence craziness and most importantly WORDS for far too long. Now tears? She hates Israel and all Jewish people. She is an anti-Semite. She and her 3 friends are the new face of the Democrat Party. Live with it!,0,1,0,-1,-1,1,1,1,-1,0,1,1
CONGRATULATIONS @EricTrump and @LaraLeaTrump on the birth of Carolina Dorothy Trump. So proud!,0,1,0,-1,1,1,-1,1,-1,1,1,1
Denmark is a very special country with incredible people but based on Prime Minister Mette Frederiksen s comments that she would have no interest in discussing the purchase of Greenland I will be postponing our meeting scheduled in two weeks for another time....,0,1,0,0,-1,-1,-1,1,1,-1,1,-1
....The Prime Minister was able to save a great deal of expense and effort for both the United States and Denmark by being so direct. I thank her for that and look forward to rescheduling sometime in the future!,0,1,0,0,-1,-1,-1,1,1,-1,1,-1
Thank you to Wayne Allyn Root for the very nice words.  President Trump is the greatest President for Jews and for Israel in the history of the world not just America he is the best President for Israel in the history of the world...and the Jewish people in Israel love him....,0,1,0,-1,-1,-1,1,1,-1,1,-1,1
....like he s the King of Israel. They love him like he is the second coming of God...But American Jews don t know him or like him. They don t even know what they re doing or saying anymore. It makes no sense! But that s OK if he keeps doing what he s doing he s good for.....,0,1,0,-1,-1,-1,1,1,-1,1,-1,1
.....all Jews Blacks Gays everyone. And importantly he s good for everyone in America who wants a job.  Wow!  @newsmax  @foxandfriends @OANN,0,1,0,-1,-1,-1,1,1,-1,1,-1,1
Brandon Judd President National Border Patrol Council.  This will effectively end Catch and Release and curb illegal entries.,0,1,0,-1,-1,-1,1,-1,-1,-1,-1,1
Rep Tlaib wants to cut off aid to Israel. This is the new face the of Democrat Party? Read the AOC PLUS 3 statements on their hatred of Jews and Israel. Check out Rep. Omar (the great people of Minnesota won t stand for this).,0,1,0,1,1,-1,1,-1,-1,-1,-1,1
The speed bump has been missteps by the Federal Reserve.  @CharlesPayne2nd  @foxandfriends  So true!,0,1,0,-1,-1,-1,1,1,-1,-1,-1,1
The speed bump has been missteps by the Federal Reserve.  @cvpayne  @foxandfriends  So true!,0,1,0,-1,-1,-1,1,1,-1,-1,-1,1
The Fake News LameStream Media is doing everything possible the  create  a U.S. recession even though the numbers facts are working totally in the opposite direction. They would be willing to hurt many people but that doesn t matter to them. Our Economy is sooo strong sorry!,0,1,0,-1,-1,-1,1,1,-1,1,-1,1
Doing great with China and other Trade Deals. The only problem we have is Jay Powell and the Fed. He s like a golfer who can t putt has no touch. Big U.S. growth if he does the right thing BIG CUT - but don t count on him! So far he has called it wrong and only let us down....,0,1,0,1,1,-1,1,1,-1,-1,-1,1
.....We are competing with many countries that have a far lower interest rate and we should be lower than them. Yesterday  highest Dollar in U.S.History.  No inflation. Wake up Federal Reserve. Such growth potential almost like never before!,0,1,0,1,1,-1,1,1,-1,-1,-1,1
My proposal to the politically correct Automobile Companies would lower the average price of a car to consumers by more than $3000 while at the same time making the cars substantially safer. Engines would run smoother. Very little impact on the environment! Foolish executives!,0,1,0,-1,-1,-1,-1,-1,-1,1,1,1
So Germany is paying Zero interest and is actually being paid to borrow money while the U.S. a far stronger and more important credit is paying interest and just stopped (I hope!) Quantitative Tightening. Strongest Dollar in History very tough on exports. No Inflation!.....,0,1,0,0,-1,-1,1,1,-1,-1,-1,1
....WHERE IS THE FEDERAL RESERVE?,0,1,0,0,-1,-1,1,1,-1,-1,-1,1
On my way to the Great Commonwealth of Kentucky to deliver remarks at the @AMVETSHQ 75th Annual National Convention. Look forward to being with all of my friends! #AMVETS75th,0,1,0,1,-1,1,-1,1,-1,1,-1,-1
President @realDonaldTrump joined @AMVETSHQ to celebrate 75 years of love loyalty and lifelong service to veterans and th,1,1,0,-1,-1,1,1,1,-1,-1,-1,-1
President @realDonaldTrump is directing @usedgov to eliminate all federal student loan debt owed by American veterans who a,1,1,0,-1,-1,1,1,1,-1,-1,-1,-1
Tax cuts deregulation and an Administration dedicated to growing business have allowed the U.S. economy to flourish. The resulting surge in job creation and record low unemployment has put the American worker in the driver s seat.  @SecretaryRoss,0,1,0,-1,-1,1,1,1,-1,-1,-1,-1
The Legendary Henry Ford and Alfred P. Sloan the Founders of Ford Motor Company and General Motors are  rolling over  at the weakness of current car company executives willing to spend more money on a car that is not as safe or good and cost $3000 more to consumers. Crazy!,0,1,0,-1,-1,-1,1,-1,-1,1,1,-1
Henry Ford would be very disappointed if he saw his modern-day descendants wanting to build a much more expensive car that is far less safe and doesn t work as well because execs don t want to fight California regulators. Car companies should know....,0,1,0,1,0,-1,0,0,-1,1,-1,-1
....that when this Administration s alternative is no longer available California will squeeze them to a point of business ruin. Only reason California is now talking to them is because the Feds are giving a far better alternative which is much better for consumers!,0,1,0,1,0,-1,0,0,-1,1,-1,-1
Great! @LouDobbs interviewed on @seanhannity tonight at 9:00 P.M.  @FoxNews,0,1,0,-1,1,-1,0,-1,-1,1,1,-1
It was my honor to sign a Presidential Memorandum facilitating the cancellation of student loan debt for 25K of our most severely disabled Veterans. With today s order we express the everlasting love loyalty of a truly grateful Nation. God bless our Vets God Bless America!,0,1,0,1,-1,-1,1,-1,-1,-1,-1,-1
Thank you @RealWayneRoot!,0,0,1,1,1,1,-1,1,-1,1,1,-1
Germany sells 30 year bonds offering negative yields. Germany competes with the USA. Our Federal Reserve does not allow us to do what we must do. They put us at a disadvantage against our competition. Strong Dollar No Inflation! They move like quicksand. Fight or go home!,0,1,0,1,1,1,1,1,-1,-1,-1,1
The Economy is doing really well. The Federal Reserve can easily make it Record Setting! The question is being asked why are we paying much more in interest than Germany and certain other countries? Be early (for a change) not late. Let America win big rather than just win!,0,1,0,-1,-1,-1,-1,-1,-1,0,1,1
Just heard that Sean Spicer will be on  Dancing with the Stars.  He will do great. A terrific person who loves our Country dearly!,0,1,0,1,-1,-1,-1,-1,1,-1,1,-1
Just concluded a very good meeting on preventing Mass Shootings. Talks are ongoing w/ both Republicans Democrats. We are likewise engaging with lawful gun owners survivors grieving family members law enforcement the NRA mental health professionals and school officials...,0,1,0,-1,-1,-1,0,-1,1,-1,1,-1
...I am hopeful Congress will engage with my Team to pass meaningful legislation that will make a real difference and most importantly Save Lives!,0,1,0,-1,-1,-1,0,-1,1,-1,1,-1
Check out a FANTASTIC new book  STILL WINNING   Why America Went All In On Donald Trump-And Why We Must Do It Again  by the great writer @CharlesHurt. An excellent read. Thank you!,0,1,0,0,0,-1,-1,-1,1,1,1,-1
Looking forward to soon being in North Carolina to hold a big rally for wonderful Dan Bishop who is running for Congress. His opponent wants Open Borders Sanctuary Cities and Socialism. He likes the  Squad  more than North Carolina. Dan has my Full and Complete Endorsement!,0,1,0,0,0,-1,-1,-1,1,1,1,-1
"""Today it is my privilege to present our Nation's highest civilian honor to a beloved basketball legend and a true America",1,1,0,-1,-1,-1,0,-1,1,1,1,-1
Bob Cousy shared a few words as he received the Presidential Medal of Freedom this evening!,1,1,0,-1,-1,-1,0,-1,1,1,1,-1
Congratulations to the GREAT Bob Cousy!,0,1,0,1,0,-1,-1,-1,1,1,1,-1
Kansas City Fed President @FoxBusi,1,1,0,-1,-1,-1,0,1,1,1,1,-1
Another informant the FBI decided to turn on.   Unbelievable.    @MorningsMaria       @FoxBusiness  Former Overstock CE,1,1,0,-1,-1,-1,0,1,1,1,1,-1
President @realDonaldTrump presents the Presidential Medal of Freedom the nation s highest civilian honor to legendary @NB,1,1,0,-1,-1,-1,1,1,1,1,1,-1
@FoxBusiness,1,1,0,-1,-1,-1,1,1,1,1,1,-1
Bob Cousy is celebrated as one of the greatest players in the history of basketball.Off the court Cousy fought racism an,1,1,0,-1,-1,-1,1,1,1,1,1,-1
Congratulations to the GREAT Bob Cousy!,1,1,0,-1,-1,-1,0,1,1,1,1,-1
A response to @RashidaTlaib and @IlhanMN regarding our great ally #Israel Share this far and wide so that these two US R,1,1,0,-1,-1,-1,-1,1,1,1,1,-1
Thank you Utah!,1,1,0,-1,-1,-1,-1,1,1,1,1,-1
.@SenCoryGardner has done a fantastic job representing the people of Colorado. He really knows how to win. Strong on Crime Borders the 2nd A Cory fights hard for our Military Vets. John Hickenlooper is badly damaged after his horrible run for President. Big Primary trouble!,0,1,0,1,-1,-1,-1,1,1,1,-1,-1
"""You're one of the all-time greats in the history of sports"" President @realDonaldTrump told basketball legend Bob Cousy i",1,1,0,0,-1,-1,-1,1,1,1,-1,-1
Under the #USMCA Utah will have more jobs more opportunity and more prosperity. Congress needs to pass the #USMCA for the people,1,1,0,1,-1,-1,-1,1,1,1,-1,-1
Happy birthday James!,0,1,0,1,-1,-1,-1,1,1,1,-1,-1
Because of you America is safe. Because of you America is strong. Because of you America is free. And because of y,1,1,0,-1,-1,-1,1,1,1,-1,-1,-1
It s kind of troubling to think some Democrats [are] almost wishing for a recession because they think it helps them pol,1,1,0,-1,-1,-1,1,1,1,-1,-1,-1
Business owners and hard-working Americans tell us every day how great the economy is under President Trump.But now the L,1,1,0,-1,-1,-1,1,1,1,-1,-1,-1
"FBI 302 reports of Bruce Ohr released to @JudicialWatch. Confirm FBI warned that [Steele?] was ""desperate that @Re",1,1,0,-1,-1,-1,1,1,1,-1,-1,-1
Talking about the BREAKING release of Bruce Ohr 302s tonight on @seanhannity with @Jim_Jordan and @jsolomonReports https:,1,1,0,-1,1,-1,1,1,1,-1,-1,-1
Obama FBI/DOJ and State Dept colluded with Bruce Ohr his wife and Cl,1,1,0,1,1,-1,1,1,1,-1,-1,-1
I've written a book on the Kavanaugh confirmation with the inimitable @JCNSeverino. We interviewed more tha,1,1,0,1,1,-1,1,-1,1,-1,-1,-1
The Democratic Party Is Becoming Unsalvageable   Tablet Magazine,1,1,0,1,1,-1,1,-1,1,-1,-1,-1
If you watched this week's liberal excesses with anger/frustration and are worried about the damage the Resistance is doi,1,1,0,0,1,-1,1,-1,1,-1,-1,-1
I don t get it. Why limit it to the world? Shouldn t we aspire to more?,1,1,0,1,1,-1,1,-1,1,-1,-1,-1
How did a private citizen--Fusion GPS head Glenn Simpson--command so much attention from high-ranking officials?,1,1,0,1,1,-1,-1,-1,1,-1,1,-1
I just started reading my copy last night. Fantastic book!,1,1,0,-1,-1,-1,0,-1,1,-1,1,-1
Please read my attached statement with regard to the decision of the Government of Israel to deny entry to BDS activists,1,1,0,-1,-1,-1,0,-1,1,-1,1,-1
book is out.,1,1,0,-1,-1,-1,0,-1,1,-1,1,-1
Are #Democrats too extreme when it comes to #GunControl? @DavidAsmanfox is joined by @KimStrassel of @WSJ to discuss how gun,1,1,0,-1,-1,-1,1,-1,1,-1,1,-1
94% Approval Rating within the  Republican Party. Thank you!,0,1,0,1,-1,-1,1,1,1,-1,-1,-1
The Economy is strong and good whereas the rest of the world is not doing so well. Despite this the Fake News Media together with their Partner the Democrat Party are working overtime to convince people that we are in or will soon be going into a Recession. They are.....,0,1,0,1,-1,1,1,1,1,-1,-1,-1
..willing to lose their wealth or a big part of it just for the possibility of winning the Election. But it won t work because I always find a way to win especially for the people! The greatest political movement in the history of our Country will have another big win in 2020!,0,1,0,1,-1,1,1,1,1,-1,-1,-1
This despite the Fake News and Polls!,0,1,0,-1,-1,1,0,1,1,1,-1,-1
Now the Fed can show their stuff!,0,1,0,1,1,1,1,-1,-1,-1,-1,-1
As usual the Fed did NOTHING! It is incredible that they can  speak  without knowing or asking what I am doing which will be announced shortly. We have a very strong dollar and a very weak Fed. I will work  brilliantly  with both and the U.S. will do great...,0,1,0,-1,-1,-1,-1,-1,-1,1,1,-1
....My only question is who is our bigger enemy Jay Powel or Chairman Xi?,0,1,0,-1,-1,-1,-1,-1,-1,1,1,-1
As usual the Fed did NOTHING! It is incredible that they can  speak  without knowing or asking what I am doing which will be announced shortly. We have a very strong dollar and a very weak Fed. I will work  brilliantly  with both and the U.S. will do great...,0,1,0,1,-1,-1,1,1,-1,1,1,-1
....My only question is who is our bigger enemy Jay Powell or Chairman Xi?,0,1,0,1,-1,-1,1,1,-1,1,1,-1
Our Country has lost stupidly Trillions of Dollars with China over many years. They have stolen our Intellectual Property at a rate of Hundreds of Billions of Dollars a year they want to continue. I won t let that happen! We don t need China and frankly would be far....,0,1,0,1,-1,-1,1,1,-1,1,-1,-1
....better off without them. The vast amounts of money made and stolen by China from the United States year after year for decades will and must STOP. Our great American companies are hereby ordered to immediately start looking for an alternative to China including bringing..,0,1,0,1,-1,-1,1,1,-1,1,-1,-1
....your companies HOME and making your products in the USA. I will be responding to China s Tariffs this afternoon. This is a GREAT opportunity for the United States. Also I am ordering all carriers including Fed Ex Amazon UPS and the Post Office to SEARCH FOR REFUSE....,0,1,0,1,-1,-1,1,1,-1,1,-1,-1
....all deliveries of Fentanyl from China (or anywhere else!). Fentanyl kills 100000 Americans a year. President Xi said this would stop - it didn t. Our Economy because of our gains in the last 2 1/2 years is MUCH larger than that of China. We will keep it that way!,0,1,0,1,-1,-1,1,1,-1,1,-1,-1
"""Thus far this has been really a great G7. And I want to congratulate France."" #G7Biarritz htt",1,1,0,1,1,1,-1,-1,-1,-1,1,1
"""Our relationship with Prime Minister @AbeShinzo and Japan has been I think the best it's ever been.""  President @realDon",1,1,0,1,1,1,-1,-1,-1,-1,1,1
President @realDonaldTrump never stops working on behalf of the American people!,1,1,0,-1,1,1,-1,-1,-1,-1,1,1
"""We have excess corn in various parts of our country with our farmers because China did not do what they said they were goi",1,1,0,-1,1,1,-1,-1,-1,-1,1,1
"""It has 3 parts agriculture industrial tariffs and digital trade .",1,1,0,-1,0,1,-1,-1,-1,1,1,1
Jesse Emma Great News. Congratulations!!!!!,0,1,0,1,1,1,-1,-1,-1,1,1,1
USMCA make it bipartisan. Everybody wants it!,0,1,0,1,1,1,-1,-1,-1,1,1,1
The question I was asked most today by fellow World Leaders who think the USA is doing so well and is stronger than e,1,1,0,1,1,1,1,-1,-1,1,1,1
Thank you Eric. So true!,0,1,0,1,1,1,-1,-1,-1,1,1,1
Great meetings at the @G7 in Biarritz France! #G7Biarritz,0,1,0,-1,-1,1,1,1,-1,1,1,1
A Judicial Watch lawsuit forced the state of California to begin removing more than 1.5 million potentially invalid name,1,1,0,1,1,1,-1,-1,-1,1,1,1
A disgrace!,0,1,0,-1,1,1,1,-1,-1,1,-1,1
Americans need an Intelligence Committee that can be trusted and Representative #AdamSchiff has proven that he cannot b,1,1,0,-1,1,1,1,-1,-1,-1,-1,1
Dozens of foreign nationals with shady backgrounds have vanished from the FBI s radar after the agency brought them to t,1,1,0,-1,1,1,1,-1,-1,-1,-1,1
JW announced it received records of 14 referrals of FBI employees to the organization s Office of Professional Responsib,1,1,0,-1,-1,1,1,1,-1,-1,-1,1
Judicial Watch Director of Investigation Chris Farrell joins @SebGorka on America First to discuss the federal court he,1,1,0,-1,1,1,1,-1,-1,-1,-1,1
JW announced that U.S. District Court Judge ordered the FBI to conduct a search w/in 60 days for records of communicatio,1,1,0,-1,1,1,1,-1,-1,-1,-1,1
The more we learn about #SpyGate targeting of Trump the worse it looks for the Obama adminis,1,1,0,-1,1,1,1,-1,-1,-1,-1,1
In France we are all laughing at how knowingly inaccurate the U.S. reporting of events and conversations at the G-7 is. These Leaders and many others are getting a major case study of Fake News at it s finest! They ve got it all wrong from Iran to China Tariffs to Boris!,0,1,0,1,-1,1,-1,-1,-1,1,1,1
No we actually had a very good and productive meeting. Nice!,0,1,0,1,-1,1,-1,-1,-1,1,1,1
My Stock Market gains must be judged from the day after the Election November 9 2016 where the Market went up big after the win and because of the win. Had my opponent won CRASH!,0,1,0,-1,-1,1,1,1,-1,0,-1,1
Congratulations to Louisiana s Champions. See you at the White House!,0,1,0,-1,-1,1,0,1,-1,-1,-1,1
.@SteveHiltonx  The Democrats statements about Donald Trump are lies. Here are the Facts.  I will soon be posting the entire segment. Too much positive news too many good things to Tweet. PLEASE BE SURE TO WATCH! Thank you Steve Hilton for being a real pro and not being afraid!,0,1,0,-1,-1,-1,-1,-1,-1,1,1,1
Thank you Katie!,0,1,0,1,1,-1,-1,0,-1,1,-1,1
All Trump Haters and Lovers must watch. Thank you Steve Hilton!,0,1,0,-1,-1,-1,-1,1,-1,-1,-1,1
Great meeting this morning with President @AlsisiOfficial of Egypt at the H tel du Palais in Biarritz France! #G7Summit,0,1,0,-1,-1,-1,1,1,1,-1,-1,-1
